id_producto,descripcion,id_sku,sku_label,tonalidad,talla,stock_total,stock_por_almacen
57,TORERO FRESHTERRY / TORMENTA,261,TORERO FRESHTERRY / TORMENTA - Azul Clasico - 28,Azul Clasico,28,0,1:ALM CENTRAL ESCALERA=0
57,TORERO FRESHTERRY / TORMENTA,262,TORERO FRESHTERRY / TORMENTA - Azul Clasico - 30,Azul Clasico,30,0,1:ALM CENTRAL ESCALERA=0
57,TORERO FRESHTERRY / TORMENTA,263,TORERO FRESHTERRY / TORMENTA - Azul Clasico - 32,Azul Clasico,32,0,1:ALM CENTRAL ESCALERA=0
57,TORERO FRESHTERRY / TORMENTA,264,TORERO FRESHTERRY / TORMENTA - Azul Noche - 28,Azul Noche,28,0,1:ALM CENTRAL ESCALERA=0
57,TORERO FRESHTERRY / TORMENTA,265,TORERO FRESHTERRY / TORMENTA - Azul Noche - 30,Azul Noche,30,0,1:ALM CENTRAL ESCALERA=0
57,TORERO FRESHTERRY / TORMENTA,266,TORERO FRESHTERRY / TORMENTA - Azul Noche - 32,Azul Noche,32,0,1:ALM CENTRAL ESCALERA=0
57,TORERO FRESHTERRY / TORMENTA,267,TORERO FRESHTERRY / TORMENTA - Azul Pizarra - 28,Azul Pizarra,28,0,1:ALM CENTRAL ESCALERA=0
57,TORERO FRESHTERRY / TORMENTA,268,TORERO FRESHTERRY / TORMENTA - Azul Pizarra - 30,Azul Pizarra,30,0,1:ALM CENTRAL ESCALERA=0
57,TORERO FRESHTERRY / TORMENTA,269,TORERO FRESHTERRY / TORMENTA - Azul Pizarra - 32,Azul Pizarra,32,0,1:ALM CENTRAL ESCALERA=0
57,TORERO FRESHTERRY / TORMENTA,270,TORERO FRESHTERRY / TORMENTA - Azul Vintage - 28,Azul Vintage,28,0,1:ALM CENTRAL ESCALERA=0
57,TORERO FRESHTERRY / TORMENTA,271,TORERO FRESHTERRY / TORMENTA - Azul Vintage - 30,Azul Vintage,30,0,1:ALM CENTRAL ESCALERA=0
57,TORERO FRESHTERRY / TORMENTA,272,TORERO FRESHTERRY / TORMENTA - Azul Vintage - 32,Azul Vintage,32,0,1:ALM CENTRAL ESCALERA=0
110,TORERO FRESHTERRY SEFERINA / TORMENTA,40,TORERO FRESHTERRY SEFERINA / TORMENTA - Azul - 28,Azul,28,0,1:ALM CENTRAL ESCALERA=0
110,TORERO FRESHTERRY SEFERINA / TORMENTA,41,TORERO FRESHTERRY SEFERINA / TORMENTA - Azul - 32,Azul,32,0,1:ALM CENTRAL ESCALERA=0
110,TORERO FRESHTERRY SEFERINA / TORMENTA,42,TORERO FRESHTERRY SEFERINA / TORMENTA - Azul - 34,Azul,34,0,1:ALM CENTRAL ESCALERA=0
110,TORERO FRESHTERRY SEFERINA / TORMENTA,34,TORERO FRESHTERRY SEFERINA / TORMENTA - Gris - 28,Gris,28,0,1:ALM CENTRAL ESCALERA=0
110,TORERO FRESHTERRY SEFERINA / TORMENTA,35,TORERO FRESHTERRY SEFERINA / TORMENTA - Gris - 32,Gris,32,0,1:ALM CENTRAL ESCALERA=0
110,TORERO FRESHTERRY SEFERINA / TORMENTA,36,TORERO FRESHTERRY SEFERINA / TORMENTA - Gris - 34,Gris,34,0,1:ALM CENTRAL ESCALERA=0
110,TORERO FRESHTERRY SEFERINA / TORMENTA,37,TORERO FRESHTERRY SEFERINA / TORMENTA - Hielo - 28,Hielo,28,0,1:ALM CENTRAL ESCALERA=0
110,TORERO FRESHTERRY SEFERINA / TORMENTA,38,TORERO FRESHTERRY SEFERINA / TORMENTA - Hielo - 32,Hielo,32,0,1:ALM CENTRAL ESCALERA=0
110,TORERO FRESHTERRY SEFERINA / TORMENTA,39,TORERO FRESHTERRY SEFERINA / TORMENTA - Hielo - 34,Hielo,34,0,1:ALM CENTRAL ESCALERA=0
47,TORERO JEANS / TORMENTA,329,TORERO JEANS / TORMENTA - Azul Clasico - 26,Azul Clasico,26,0,1:ALM CENTRAL ESCALERA=0
47,TORERO JEANS / TORMENTA,330,TORERO JEANS / TORMENTA - Azul Clasico - 30,Azul Clasico,30,0,1:ALM CENTRAL ESCALERA=0
47,TORERO JEANS / TORMENTA,331,TORERO JEANS / TORMENTA - Azul Clasico - 34,Azul Clasico,34,0,1:ALM CENTRAL ESCALERA=0
47,TORERO JEANS / TORMENTA,332,TORERO JEANS / TORMENTA - Azul Pizarra - 26,Azul Pizarra,26,0,1:ALM CENTRAL ESCALERA=0
47,TORERO JEANS / TORMENTA,333,TORERO JEANS / TORMENTA - Azul Pizarra - 30,Azul Pizarra,30,0,1:ALM CENTRAL ESCALERA=0
47,TORERO JEANS / TORMENTA,334,TORERO JEANS / TORMENTA - Azul Pizarra - 34,Azul Pizarra,34,0,1:ALM CENTRAL ESCALERA=0
47,TORERO JEANS / TORMENTA,341,TORERO JEANS / TORMENTA - Celeste - 26,Celeste,26,0,1:ALM CENTRAL ESCALERA=0
47,TORERO JEANS / TORMENTA,342,TORERO JEANS / TORMENTA - Celeste - 30,Celeste,30,0,1:ALM CENTRAL ESCALERA=0
47,TORERO JEANS / TORMENTA,343,TORERO JEANS / TORMENTA - Celeste - 34,Celeste,34,0,1:ALM CENTRAL ESCALERA=0
47,TORERO JEANS / TORMENTA,335,TORERO JEANS / TORMENTA - Gris - 26,Gris,26,0,1:ALM CENTRAL ESCALERA=0
47,TORERO JEANS / TORMENTA,336,TORERO JEANS / TORMENTA - Gris - 30,Gris,30,0,1:ALM CENTRAL ESCALERA=0
47,TORERO JEANS / TORMENTA,337,TORERO JEANS / TORMENTA - Gris - 34,Gris,34,0,1:ALM CENTRAL ESCALERA=0
47,TORERO JEANS / TORMENTA,338,TORERO JEANS / TORMENTA - Gris Plomo - 26,Gris Plomo,26,0,1:ALM CENTRAL ESCALERA=0
47,TORERO JEANS / TORMENTA,339,TORERO JEANS / TORMENTA - Gris Plomo - 30,Gris Plomo,30,0,1:ALM CENTRAL ESCALERA=0
47,TORERO JEANS / TORMENTA,340,TORERO JEANS / TORMENTA - Gris Plomo - 34,Gris Plomo,34,0,1:ALM CENTRAL ESCALERA=0
47,TORERO JEANS / TORMENTA,344,TORERO JEANS / TORMENTA - Hielo - 26,Hielo,26,0,1:ALM CENTRAL ESCALERA=0
47,TORERO JEANS / TORMENTA,345,TORERO JEANS / TORMENTA - Hielo - 30,Hielo,30,0,1:ALM CENTRAL ESCALERA=0
47,TORERO JEANS / TORMENTA,346,TORERO JEANS / TORMENTA - Hielo - 34,Hielo,34,0,1:ALM CENTRAL ESCALERA=0
48,VESTIDO CHALIS,328,VESTIDO CHALIS - Azul Vintage - L,Azul Vintage,L,0,1:ALM CENTRAL ESCALERA=0
48,VESTIDO CHALIS,327,VESTIDO CHALIS - Azul Vintage - M,Azul Vintage,M,0,1:ALM CENTRAL ESCALERA=0
48,VESTIDO CHALIS,326,VESTIDO CHALIS - Azul Vintage - S,Azul Vintage,S,0,1:ALM CENTRAL ESCALERA=0
48,VESTIDO CHALIS,325,VESTIDO CHALIS - Rojo - L,Rojo,L,0,1:ALM CENTRAL ESCALERA=0
48,VESTIDO CHALIS,324,VESTIDO CHALIS - Rojo - M,Rojo,M,0,1:ALM CENTRAL ESCALERA=0
48,VESTIDO CHALIS,323,VESTIDO CHALIS - Rojo - S,Rojo,S,0,1:ALM CENTRAL ESCALERA=0
48,VESTIDO CHALIS,322,VESTIDO CHALIS - Rosa Pastel - L,Rosa Pastel,L,0,1:ALM CENTRAL ESCALERA=0
48,VESTIDO CHALIS,321,VESTIDO CHALIS - Rosa Pastel - M,Rosa Pastel,M,0,1:ALM CENTRAL ESCALERA=0
48,VESTIDO CHALIS,320,VESTIDO CHALIS - Rosa Pastel - S,Rosa Pastel,S,0,1:ALM CENTRAL ESCALERA=0
48,VESTIDO CHALIS,319,VESTIDO CHALIS - Vino - L,Vino,L,0,1:ALM CENTRAL ESCALERA=0
48,VESTIDO CHALIS,318,VESTIDO CHALIS - Vino - M,Vino,M,0,1:ALM CENTRAL ESCALERA=0
48,VESTIDO CHALIS,317,VESTIDO CHALIS - Vino - S,Vino,S,0,1:ALM CENTRAL ESCALERA=0
